98,69,47,61,51,86,6,67,92,29,29,35,68,20,10,99,71,64,28,76,31,0,84,14,45,69,68,5,60,12,26,8,47,1,89,74,60,11,12,73,73,98,58,10,56,13,18,77,0,57,77,27,52,19,6,47,29,16,64,76,32,89,11,81,89,29,73,10,86,92,18,95,36,52,12,26,24,45,75,87,45,59,80,89,33,75,53,31,1,96,46,26,69,4,16,51,57,54,56,66,76,36,42,56,23,17,2,30,35,96,37,70,38,9,53,93,69,9,34,86,79,62,97,91,73,42,69,87,13,81,53,17,92,62,77,11,74,75,49,100,63,17,57,19,72,90,41,6,1,85,99,45,76,62,67,89,83,81,58,82,72,51,46,21,52,48,28,83,94,13,4,39,31,17,24,35,75,35,60,31,12,15,47,84,5,54,97,79,86,71,74,16,86,85,100,17,19,38,55,36
95,72,26,57,66,10,98,5,62,43,9,67,39,15,36,67,31,3,80,58,68,6,52,97,76,15,21,54,84,85,64,8,14,28,71,50,41,40,37,1,31,61,63,4,53,96,31,77,88,96,57,61,6,24,49,0,75,69,10,9,13,80,13,64,69,34,48,69,28,73,51,96,46,76,62,9,46,15,99,44,23,71,53,9,77,44,4,47,94,76,77,32,39,52,97,22,83,30,20,68,72,80,0,79,9,74,66,50,88,29,95,19,57,4,85,98,54,53,9,12,60,48,0,78,92,88,7,9,80,39,37,26,76,92,48,94,8,1,20,10,100,5,91,26,30,27,54,27,50,43,33,95,93,94,10,87,95,22,40,37,90,62,47,23,99,53,73,60,51,88,19,15,85,61,23,100,61,33,45,97,7,95,33,83,77,81,20,84,82,91,8,34,0,60,35,28,80,56,16,71
91,11,51,8,82,16,72,37,3,33,99,16,74,42,35,89,84,31,93,23,23,64,44,99,8,98,34,10,21,29,58,57,26,44,40,100,29,46,85,36,38,10,90,66,85,87,57,53,34,90,58,98,50,7,26,21,67,11,16,51,20,49,52,5,17,22,87,64,55,75,82,2,68,67,38,46,20,0,93,81,18,65,60,24,43,44,38,7,85,99,13,49,10,57,16,30,93,27,38,1,49,18,74,89,0,21,26,28,84,34,56,53,41,19,17,55,93,11,20,42,35,19,70,97,46,23,74,99,44,42,37,12,47,74,0,36,34,1,52,23,3,5,6,67,8,34,7,23,45,22,72,18,92,37,88,27,14,39,32,15,36,82,21,62,57,32,15,34,23,99,70,91,11,43,34,53,98,56,77,73,36,5,79,46,50,95,75,21,52,5,25,69,61,78,47,20,42,8,44,16
43,22,48,67,88,52,77,24,100,78,43,83,74,73,2,79,77,65,100,23,11,60,28,4,47,44,13,65,46,9,59,83,96,80,62,72,52,21,16,21,79,84,56,8,96,10,50,90,63,89,86,79,26,83,26,72,60,68,85,47,18,1,63,89,26,81,5,29,83,100,85,22,35,90,58,85,88,92,5,70,61,18,78,59,40,85,44,66,6,59,23,6,68,95,65,14,67,62,96,29,56,52,18,93,60,9,93,54,100,81,33,97,65,82,90,58,26,74,9,89,28,78,11,94,54,43,7,37,85,11,45,22,4,12,66,40,85,57,40,58,22,49,60,91,97,55,81,98,8,71,36,81,79,27,3,48,86,62,28,34,69,90,71,49,42,11,27,55,45,86,70,76,71,55,95,28,73,13,85,95,39,48,7,85,20,39,14,67,36,41,41,89,19,67,45,85,24,47,40,40
83,68,35,39,44,77,68,50,29,55,68,13,100,32,27,4,90,34,69,58,11,90,46,10,0,67,87,70,78,9,4,6,96,1,44,21,35,69,95,52,26,48,73,16,34,54,37,85,59,67,27,11,88,78,73,68,79,63,39,86,85,12,94,41,70,68,40,88,57,98,14,83,16,21,59,65,7,36,39,55,70,37,20,78,98,91,26,14,69,59,90,55,10,57,18,87,90,8,37,65,87,48,67,60,90,51,20,43,78,64,64,94,93,16,17,98,89,62,82,10,23,82,60,71,100,62,48,8,64,38,83,83,61,33,44,66,89,8,14,50,88,74,88,75,1,70,77,29,47,63,27,3,97,62,50,72,57,36,6,58,4,2,49,33,78,94,55,23,95,60,83,39,54,11,10,89,37,13,37,18,88,34,43,72,4,0,31,48,70,54,82,23,26,86,54,77,42,40,77,31
91,58,55,89,57,9,33,44,62,70,66,50,47,51,44,24,39,59,58,82,11,6,31,16,81,40,79,94,5,68,9,3,75,89,35,30,53,66,97,77,36,54,88,82,13,47,25,94,81,95,37,48,96,3,8,25,92,34,75,60,12,100,24,59,96,61,46,65,93,100,67,99,67,42,3,31,33,96,100,66,79,78,33,53,31,1,79,16,67,36,52,97,51,80,96,29,94,89,94,76,57,37,19,76,11,64,22,34,60,69,83,98,97,56,82,14,58,29,40,40,46,8,13,31,43,40,2,99,58,33,12,61,22,11,56,15,84,68,75,18,75,81,86,91,81,29,22,10,1,92,60,99,46,99,20,24,91,81,4,79,92,89,45,24,77,30,98,54,79,25,43,33,64,41,21,9,26,73,31,76,46,12,10,87,94,87,28,59,98,92,62,63,53,48,44,91,41,63,58,98
93,77,78,2,92,9,70,26,35,41,31,49,75,64,77,7,33,10,75,88,51,86,97,6,79,92,31,58,65,41,30,61,57,93,7,40,11,14,59,35,25,93,92,42,5,83,70,76,76,61,16,78,72,56,20,88,91,71,13,96,94,33,90,66,90,13,49,51,83,52,68,71,95,93,78,35,99,66,86,100,90,68,37,82,1,77,13,7,55,17,17,89,24,93,38,98,58,18,1,83,96,5,76,87,48,100,91,78,62,94,59,34,58,94,12,10,34,73,77,32,36,74,100,10,93,22,3,66,41,11,5,52,81,84,85,70,32,78,69,86,14,99,41,18,48,77,59,54,55,96,62,31,69,18,75,52,68,43,3,57,44,42,9,83,69,75,81,12,14,57,18,33,36,53,30,0,37,39,36,71,40,66,96,34,90,42,95,4,23,96,53,61,41,5,63,54,81,75,49,17
35,12,42,26,8,76,30,19,61,12,17,35,90,21,84,1,66,71,22,91,15,77,12,48,99,43,27,80,80,60,79,38,27,1,58,82,45,51,0,96,54,58,23,65,61,89,79,57,15,59,79,6,71,62,58,34,92,39,79,28,15,50,19,62,75,29,63,57,76,9,68,25,25,68,29,53,60,11,5,77,15,70,27,88,64,92,74,29,45,100,1,28,98,75,73,52,50,52,42,80,45,98,78,55,97,91,21,67,63,33,48,93,77,30,4,14,79,25,72,94,75,77,92,39,75,38,74,67,71,53,68,37,61,2,14,95,50,38,84,8,5,99,0,53,54,5,31,21,15,73,53,13,47,81,9,18,79,37,72,100,59,24,46,52,86,22,84,21,39,16,23,35,100,92,2,49,20,75,48,5,35,79,78,56,31,72,95,34,6,74,28,97,23,24,54,4,23,72,18,25
12,29,31,76,87,42,51,34,11,31,67,58,86,30,17,62,36,0,52,36,73,58,53,49,96,36,13,14,1,4,67,57,36,88,83,5,3,88,2,11,0,43,37,20,87,64,75,69,23,39,3,41,76,93,49,63,57,62,45,47,2,24,76,12,35,74,68,3,72,57,48,31,93,96,93,33,51,35,23,61,91,16,11,59,72,24,24,34,27,67,23,24,42,80,6,51,29,71,4,12,81,15,95,84,35,60,43,66,73,63,75,97,2,80,64,21,24,10,2,2,39,70,28,34,52,98,35,94,9,94,69,0,5,58,3,96,75,36,59,81,54,38,99,77,75,51,61,58,9,94,18,100,82,6,3,25,78,39,97,57,63,99,68,30,22,63,78,31,50,2,70,12,62,45,12,47,85,48,90,37,99,15,31,14,23,49,73,94,56,76,62,15,56,8,10,71,10,45,48,72
37,93,61,32,3,93,66,69,96,60,80,58,75,71,87,76,63,32,67,65,74,57,96,38,93,31,93,76,57,87,93,4,55,89,0,38,64,22,7,94,100,55,18,2,24,70,89,31,68,51,57,64,70,50,20,35,67,78,26,13,74,14,15,29,34,37,75,82,42,50,46,34,1,33,13,5,16,52,58,73,44,47,98,78,6,39,1,50,63,18,36,4,48,85,78,11,56,39,46,41,69,94,90,36,19,90,64,9,65,27,99,96,46,61,38,46,79,6,30,78,75,29,73,96,62,11,17,87,67,31,90,96,53,96,95,1,2,24,40,53,33,62,82,24,17,75,60,22,63,91,39,21,35,90,43,61,46,61,100,45,12,52,25,15,89,63,97,76,94,48,50,69,50,11,9,83,11,53,20,97,13,7,47,19,76,92,65,50,5,25,69,84,7,85,4,62,27,16,86,83
30,14,39,99,37,41,83,18,16,31,54,81,47,49,56,18,29,38,53,36,67,83,99,20,53,2,93,61,7,91,25,100,64,64,24,60,91,58,14,30,20,83,69,43,46,87,3,14,98,19,89,90,30,73,2,67,78,23,48,36,76,56,31,88,42,89,32,79,98,21,59,36,98,91,4,37,10,73,72,90,3,88,60,64,66,89,57,33,36,78,71,50,54,13,69,15,25,21,6,10,94,37,27,59,28,38,76,82,16,99,78,12,2,68,34,19,70,90,76,96,15,21,27,69,13,30,33,17,38,26,78,50,15,51,63,59,60,86,76,7,43,67,100,63,27,16,38,29,31,24,14,31,71,81,95,42,43,64,84,74,77,27,57,43,72,82,31,38,28,70,5,71,49,6,81,83,18,14,78,82,27,97,34,36,84,59,18,86,4,40,16,74,84,8,47,24,7,91,76,14
29,43,69,100,94,25,7,99,38,82,66,39,24,55,88,32,13,92,36,71,75,27,14,51,24,81,70,36,82,70,29,37,48,42,6,7,21,25,48,43,24,30,77,6,12,61,1,89,75,70,85,70,53,34,24,7,91,76,85,74,71,84,57,87,42,20,66,72,2,18,60,61,34,39,0,42,24,88,13,31,37,93,7,14,16,96,19,56,71,19,39,98,20,89,33,59,98,58,83,36,12,71,87,8,64,50,25,12,39,28,81,80,50,73,94,83,16,93,17,68,50,18,62,55,97,93,76,77,26,73,50,6,29,27,80,44,72,97,78,29,83,1,42,20,47,33,53,93,1,38,53,87,46,41,40,51,64,5,24,49,68,49,52,28,48,21,13,41,52,34,76,73,73,21,16,66,18,23,82,49,86,13,80,71,100,34,96,67,55,90,47,30,7,14,90,12,39,17,71,24
40,27,31,55,91,68,95,62,77,91,95,90,46,10,75,20,6,74,20,34,9,93,72,78,14,37,94,70,15,49,77,89,72,86,64,68,16,73,34,72,7,15,19,35,91,36,38,81,92,57,77,80,51,8,30,40,28,72,86,7,55,81,13,7,72,92,41,0,81,25,17,0,69,56,81,76,99,96,99,14,85,38,46,63,93,30,0,69,9,56,94,13,71,56,6,24,14,17,12,59,44,68,45,24,48,23,57,85,6,8,97,65,36,76,2,83,59,9,67,82,86,94,2,92,29,12,3,67,92,73,78,68,35,60,71,19,48,20,95,24,79,94,48,40,52,90,36,49,42,26,72,45,64,74,16,91,14,78,10,78,97,89,91,32,13,62,27,72,13,64,8,37,5,87,14,53,16,83,90,36,25,50,19,1,28,43,1,44,91,12,77,24,72,14,35,93,95,3,99,21
26,31,44,7,82,99,71,36,13,24,43,70,88,86,1,94,34,52,59,34,27,80,70,30,32,8,100,91,58,8,65,45,79,66,91,55,76,96,62,7,11,34,42,23,46,0,21,16,85,50,41,89,54,97,5,66,54,50,2,67,16,30,18,66,59,24,64,84,63,74,15,87,12,6,20,92,45,45,93,92,29,74,43,74,6,38,54,97,78,52,97,76,3,57,80,23,73,12,18,84,42,56,53,60,83,4,50,67,90,68,59,92,68,18,75,8,16,61,62,74,74,61,92,29,72,9,26,8,48,30,58,45,49,35,92,9,26,23,12,84,0,12,74,45,35,90,85,87,4,66,39,28,52,47,96,96,16,82,67,63,61,63,43,100,61,39,41,17,33,14,70,16,88,8,85,50,93,90,47,41,76,9,63,98,63,83,5,89,46,54,57,17,10,61,62,21,42,30,6,70
